"Name","Author","Price","User Rating"
"Publication Manual of the American Psychological Association, 6th Edition","American Psychological Association","46","4.5"
"Publication Manual of the American Psychological Association, 6th Edition","American Psychological Association","46","4.5"
"Publication Manual of the American Psychological Association, 6th Edition","American Psychological Association","46","4.5"
"Publication Manual of the American Psychological Association, 6th Edition","American Psychological Association","46","4.5"
"Publication Manual of the American Psychological Association, 6th Edition","American Psychological Association","46","4.5"
"Publication Manual of the American Psychological Association, 6th Edition","American Psychological Association","46","4.5"
"Publication Manual of the American Psychological Association, 6th Edition","American Psychological Association","46","4.5"
"Publication Manual of the American Psychological Association, 6th Edition","American Psychological Association","46","4.5"
"Puppy Birthday to You! (Paw Patrol) (Little Golden Book)","Golden Books","4","4.8"
"Quiet: The Power of Introverts in a World That Can't Stop Talking","Susan Cain","20","4.6"
"Quiet: The Power of Introverts in a World That Can't Stop Talking","Susan Cain","7","4.6"
"Radical: Taking Back Your Faith from the American Dream","David Platt","9","4.7"
"Radical: Taking Back Your Faith from the American Dream","David Platt","9","4.7"
"Ready Player One: A Novel","Ernest Cline","12","4.6"
"Ready Player One: A Novel","Ernest Cline","12","4.6"
"Rush Revere and the Brave Pilgrims: Time-Travel Adventures with Exceptional Americans (1)","Rush Limbaugh","12","4.9"
"Rush Revere and the First Patriots: Time-Travel Adventures With Exceptional Americans (2)","Rush Limbaugh","12","4.9"
"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking","Samin Nosrat","20","4.8"
"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking","Samin Nosrat","20","4.8"
"Sarah's Key","Tatiana de Rosnay","10","4.6"
"School Zone - Big Preschool Workbook - Ages 4 and Up, Colors, Shapes, Numbers 1-10, Alphabet, Pre-Writing, Pre-Reading‚Ä¶","School Zone","6","4.8"
"School Zone - Big Preschool Workbook - Ages 4 and Up, Colors, Shapes, Numbers 1-10, Alphabet, Pre-Writing, Pre-Reading‚Ä¶","School Zone","6","4.8"
"Secret Garden: An Inky Treasure Hunt and Coloring Book (For Adults, mindfulness coloring)","Johanna Basford","9","4.7"
"Sh*t My Dad Says","Justin Halpern","11","4.7"
"Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution","Tucker Carlson","16","4.8"
"Shred: The Revolutionary Diet: 6 Weeks 4 Inches 2 Sizes","Ian K. Smith M.D.","6","4.1"
"Sookie Stackhouse","Charlaine Harris","25","4.7"
"Soul Healing Miracles: Ancient and New Sacred Wisdom, Knowledge, and Practical Techniques for Healing the Spiritual‚Ä¶","Zhi Gang Sha","17","4.6"
"Steve Jobs","Walter Isaacson","20","4.6"
"Steve Jobs","Walter Isaacson","20","4.6"
"Strange Planet (Strange Planet Series)","Nathan W. Pyle","6","4.9"
"StrengthsFinder 2.0","Gallup","17","4"
"StrengthsFinder 2.0","Gallup","17","4"
"StrengthsFinder 2.0","Gallup","17","4"
"StrengthsFinder 2.0","Gallup","17","4"
"StrengthsFinder 2.0","Gallup","17","4"
"StrengthsFinder 2.0","Gallup","17","4"
"StrengthsFinder 2.0","Gallup","17","4"
"StrengthsFinder 2.0","Gallup","17","4"
"StrengthsFinder 2.0","Gallup","17","4"
"Super Freakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance","Steven D. Levitt","18","4.5"
"Switch: How to Change Things When Change Is Hard","Chip Heath","13","4.6"
"Sycamore Row (Jake Brigance)","John Grisham","18","4.5"
"Teach Like a Champion: 49 Techniques that Put Students on the Path to College","Doug Lemov","20","4.4"
"Teach Like a Champion: 49 Techniques that Put Students on the Path to College","Doug Lemov","20","4.4"
"The 17 Day Diet: A Doctor's Plan Designed for Rapid Results","Mike Moreno","22","4.3"
"The 4 Hour Body: An Uncommon Guide to Rapid Fat Loss, Incredible Sex and Becoming Superhuman","Timothy Ferriss","21","4.3"
"The 5 Love Languages: The Secret to Love That Lasts","Gary Chapman","28","4.7"
"The 5 Love Languages: The Secret to Love That Lasts","Gary Chapman","28","4.7"
"The 5 Love Languages: The Secret to Love That Lasts","Gary Chapman","28","4.7"
"The 5 Love Languages: The Secret to Love That Lasts","Gary Chapman","28","4.7"
"The 5 Love Languages: The Secret to Love That Lasts","Gary Chapman","28","4.7"
"The 5 Love Languages: The Secret to Love that Lasts","Gary Chapman","8","4.8"
"The 5 Love Languages: The Secret to Love that Lasts","Gary Chapman","8","4.8"
"The 5 Love Languages: The Secret to Love that Lasts","Gary Chapman","8","4.8"
"The 5 Love Languages: The Secret to Love that Lasts","Gary Chapman","8","4.8"
"The 5 Love Languages: The Secret to Love that Lasts","Gary Chapman","8","4.8"
"The 5000 Year Leap","W. Cleon Skousen","12","4.8"
"The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change","Stephen R. Covey","24","4.6"
"The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change","Stephen R. Covey","24","4.6"
"The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change","Stephen R. Covey","24","4.6"
"The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change","Stephen R. Covey","24","4.6"
"The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change","Stephen R. Covey","16","4.7"
"The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change","Stephen R. Covey","16","4.7"
"The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change","Stephen R. Covey","16","4.7"
"The Alchemist","Paulo Coelho","39","4.7"
"The Amateur","Edward Klein","9","4.6"
"The Art of Racing in the Rain: A Novel","Garth Stein","10","4.7"
"The Art of Racing in the Rain: A Novel","Garth Stein","10","4.7"
"The Big Short: Inside the Doomsday Machine","Michael Lewis","17","4.7"
"The Blood of Olympus (The Heroes of Olympus (5))","Rick Riordan","11","4.8"
"The Blood Sugar Solution: The UltraHealthy Program for Losing Weight, Preventing Disease, and Feeling Great Now!","Mark Hyman M.D.","14","4.2"
"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma","Bessel van der Kolk M.D.","12","4.8"
"The Book of Basketball: The NBA According to The Sports Guy","Bill Simmons","53","4.7"
"The Book Thief","Markus Zusak","6","4.6"
"The Book Thief","Markus Zusak","6","4.6"
"The Book with No Pictures","B. J. Novak","8","4.8"
"The Book with No Pictures","B. J. Novak","8","4.8"
"The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics","Daniel James Brown","12","4.8"
"The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics","Daniel James Brown","12","4.8"
"The Casual Vacancy","J.K. Rowling","12","3.3"
"The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet‚Ä¶","Thomas Campbell","21","4.7"
"The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle","Amy Ramos","6","4.3"
"The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle","Amy Ramos","6","4.3"
"The Confession: A Novel","John Grisham","13","4.3"
"The Constitution of the United States","Delegates of the Constitutional¬Ö","0","4.8"
"The Daily Show with Jon Stewart Presents Earth (The Book): A Visitor's Guide to the Human Race","Jon Stewart","11","4.4"
"The Day the Crayons Quit","Drew Daywalt","9","4.8"
"The Day the Crayons Quit","Drew Daywalt","9","4.8"
"The Day the Crayons Quit","Drew Daywalt","9","4.8"
"The Dukan Diet: 2 Steps to Lose the Weight, 2 Steps to Keep It Off Forever","Pierre Dukan","15","4.1"
"The Elegance of the Hedgehog","Muriel Barbery","11","4"
"The Fault in Our Stars","John Green","13","4.7"
"The Fault in Our Stars","John Green","13","4.7"
"The Fault in Our Stars","John Green","7","4.7"
"The Fault in Our Stars","John Green","13","4.7"
"The Five Dysfunctions of a Team: A Leadership Fable","Patrick Lencioni","6","4.6"
"The Five Dysfunctions of a Team: A Leadership Fable","Patrick Lencioni","6","4.6"
"The Five Dysfunctions of a Team: A Leadership Fable","Patrick Lencioni","6","4.6"
"The Five Dysfunctions of a Team: A Leadership Fable","Patrick Lencioni","6","4.6"
"The Five Dysfunctions of a Team: A Leadership Fable","Patrick Lencioni","6","4.6"
"The Five Love Languages: How to Express Heartfelt Commitment to Your Mate","Gary Chapman","9","4.6"
"The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book)","Don Miguel Ruiz","6","4.7"
"The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book)","Don Miguel Ruiz","6","4.7"
"The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book)","Don Miguel Ruiz","6","4.7"
"The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book)","Don Miguel Ruiz","6","4.7"
"The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book)","Don Miguel Ruiz","6","4.7"
"The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book)","Don Miguel Ruiz","6","4.7"
"The Getaway","Jeff Kinney","0","4.8"
"The Girl on the Train","Paula Hawkins","18","4.1"
"The Girl on the Train","Paula Hawkins","7","4.1"
"The Girl Who Kicked the Hornet's Nest (Millennium Trilogy)","Stieg Larsson","14","4.7"
"The Girl Who Kicked the Hornet's Nest (Millennium Trilogy)","Stieg Larsson","14","4.7"
"The Girl Who Played with Fire (Millennium Series)","Stieg Larsson","9","4.7"
"The Girl Who Played with Fire (Millennium)","Stieg Larsson","16","4.7"
"The Girl with the Dragon Tattoo (Millennium Series)","Stieg Larsson","2","4.4"
"The Girl with the Dragon Tattoo (Millennium Series)","Stieg Larsson","2","4.4"
"The Going-To-Bed Book","Sandra Boynton","5","4.8"
"The Going-To-Bed Book","Sandra Boynton","5","4.8"
"The Goldfinch: A Novel (Pulitzer Prize for Fiction)","Donna Tartt","20","3.9"
"The Goldfinch: A Novel (Pulitzer Prize for Fiction)","Donna Tartt","20","3.9"
"The Great Gatsby","F. Scott Fitzgerald","7","4.4"
"The Great Gatsby","F. Scott Fitzgerald","7","4.4"
"The Great Gatsby","F. Scott Fitzgerald","7","4.4"
"The Guardians: A Novel","John Grisham","14","4.5"
"The Guernsey Literary and Potato Peel Pie Society","Mary Ann Shaffer","10","4.7"
"The Handmaid's Tale","Margaret Atwood","7","4.3"
"The Harbinger: The Ancient Mystery that Holds the Secret of America's Future","Jonathan Cahn","13","4.6"
"The Hate U Give","Angie Thomas","11","4.8"
"The Help","Kathryn Stockett","6","4.8"
"The Help","Kathryn Stockett","6","4.8"
"The Help","Kathryn Stockett","8","4.8"
"The Help","Kathryn Stockett","7","4.8"
"The House of Hades (Heroes of Olympus, Book 4)","Rick Riordan","14","4.8"
"The Hunger Games","Suzanne Collins","14","4.7"
"The Hunger Games (Book 1)","Suzanne Collins","8","4.7"
"The Hunger Games (Book 1)","Suzanne Collins","8","4.7"
"The Hunger Games Trilogy Boxed Set (1)","Suzanne Collins","30","4.8"
"The Hunger Games Trilogy Boxed Set (1)","Suzanne Collins","30","4.8"
"The Immortal Life of Henrietta Lacks","Rebecca Skloot","13","4.7"
"The Immortal Life of Henrietta Lacks","Rebecca Skloot","9","4.7"
"The Immortal Life of Henrietta Lacks","Rebecca Skloot","9","4.7"
"The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals","Laurel Randolph","7","4.3"
"The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals","Laurel Randolph","7","4.3"
"The Last Lecture","Randy Pausch","9","4.7"
"The Last Olympian (Percy Jackson and the Olympians, Book 5)","Rick Riordan","7","4.8"
"The Last Olympian (Percy Jackson and the Olympians, Book 5)","Rick Riordan","7","4.8"
"The Legend of Zelda: Hyrule Historia","Patrick Thorpe","20","4.9"
"The Lego Ideas Book: Unlock Your Imagination","Daniel Lipkowitz","13","4.4"
"The Lego Ideas Book: Unlock Your Imagination","Daniel Lipkowitz","13","4.4"
"The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing","Marie Kond≈?","11","4.5"
"The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing","Marie Kond≈?","11","4.5"
"The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing","Marie Kond≈?","11","4.5"
"The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing","Marie Kond≈?","11","4.5"
"The Litigators","John Grisham","18","4.4"
"The Lost Hero (Heroes of Olympus, Book 1)","Rick Riordan","14","4.8"
"The Lost Symbol","Dan Brown","19","4.2"
"The Love Dare","Stephen Kendrick","13","4.8"
"The Magnolia Story","Chip Gaines","5","4.9"
"The Mark of Athena (Heroes of Olympus, Book 3)","Rick Riordan","10","4.8"
"The Martian","Andy Weir","9","4.7"
"The Maze Runner (Book 1)","James Dashner","8","4.5"
"The Meltdown (Diary of a Wimpy Kid Book 13)","Jeff Kinney","8","4.8"
"The Mueller Report","The Washington Post","12","4.6"
"The Nightingale: A Novel","Kristin Hannah","11","4.8"
"The Nightingale: A Novel","Kristin Hannah","11","4.8"
"The Official SAT Study Guide","The College Board","40","4.4"
"The Official SAT Study Guide","The College Board","40","4.4"
"The Official SAT Study Guide","The College Board","40","4.4"
"The Official SAT Study Guide","The College Board","40","4.4"
"The Official SAT Study Guide","The College Board","40","4.4"
"The Official SAT Study Guide, 2016 Edition (Official Study Guide for the New Sat)","The College Board","36","4.3"
"The Paris Wife: A Novel","Paula McLain","16","4.3"
"The Pioneer Woman Cooks: A Year of Holidays: 140 Step-by-Step Recipes for Simple, Scrumptious Celebrations","Ree Drummond","17","4.8"
"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solve‚Ä¶","Ree Drummond","14","4.8"
"The Pioneer Woman Cooks: Food from My Frontier","Ree Drummond","21","4.8"
"The Plant Paradox Cookbook: 100 Delicious Recipes to Help You Lose Weight, Heal Your Gut, and Live Lectin-Free","Dr. Steven R Gundry MD","18","4.5"
"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain","Dr. Steven R Gundry MD","17","4.4"
"The Pout-Pout Fish","Deborah Diesen","5","4.8"
"The Pout-Pout Fish","Deborah Diesen","5","4.8"
"The Power of Habit: Why We Do What We Do in Life and Business","Charles Duhigg","21","4.6"
"The President Is Missing: A Novel","James Patterson","18","4.3"
"The Racketeer","John Grisham","18","4.3"
"The Red Pyramid (The Kane Chronicles, Book 1)","Rick Riordan","12","4.6"
"The Road to Serfdom: Text and Documents--The Definitive Edition (The Collected Works of F. A. Hayek, Volume 2)","F. A. Hayek","14","4.6"
"The Serpent's Shadow (The Kane Chronicles, Book 3)","Rick Riordan","12","4.8"
"The Shack: Where Tragedy Confronts Eternity","William P. Young","8","4.6"
"The Shack: Where Tragedy Confronts Eternity","William P. Young","8","4.6"
"The Short Second Life of Bree Tanner: An Eclipse Novella (The Twilight Saga)","Stephenie Meyer","0","4.6"
"The Silent Patient","Alex Michaelides","14","4.5"
"The Son of Neptune (Heroes of Olympus, Book 2)","Rick Riordan","10","4.8"
"The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life","Mark Manson","15","4.6"
"The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life","Mark Manson","15","4.6"
"The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life","Mark Manson","15","4.6"
"The Sun and Her Flowers","Rupi Kaur","9","4.7"
"The Third Wheel (Diary of a Wimpy Kid, Book 7)","Jeff Kinney","7","4.7"
"The Throne of Fire (The Kane Chronicles, Book 2)","Rick Riordan","10","4.7"
"The Time Traveler's Wife","Audrey Niffenegger","6","4.4"
"The Tipping Point: How Little Things Can Make a Big Difference","Malcolm Gladwell","9","4.4"
"The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness","Dave Ramsey","10","4.7"
"The Twilight Saga Collection","Stephenie Meyer","82","4.7"
"The Ugly Truth (Diary of a Wimpy Kid, Book 5)","Jeff Kinney","12","4.8"
"The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for‚Ä¶","Dinah Bucholz","10","4.7"
"The Very Hungry Caterpillar","Eric Carle","5","4.9"
"The Very Hungry Caterpillar","Eric Carle","5","4.9"
"The Very Hungry Caterpillar","Eric Carle","5","4.9"
"The Very Hungry Caterpillar","Eric Carle","5","4.9"
"The Very Hungry Caterpillar","Eric Carle","5","4.9"
"The Very Hungry Caterpillar","Eric Carle","5","4.9"
"The Very Hungry Caterpillar","Eric Carle","5","4.9"
"The Whole30: The 30-Day Guide to Total Health and Food Freedom","Melissa Hartwig Urban","16","4.6"
"The Whole30: The 30-Day Guide to Total Health and Food Freedom","Melissa Hartwig Urban","16","4.6"
"The Whole30: The 30-Day Guide to Total Health and Food Freedom","Melissa Hartwig Urban","16","4.6"
"The Wonderful Things You Will Be","Emily Winfield Martin","10","4.9"
"The Wonderful Things You Will Be","Emily Winfield Martin","10","4.9"
"The Wonderful Things You Will Be","Emily Winfield Martin","10","4.9"
"The Wonderful Things You Will Be","Emily Winfield Martin","10","4.9"
"The Wonky Donkey","Craig Smith","4","4.8"
"The Wonky Donkey","Craig Smith","4","4.8"
"The Wright Brothers","David McCullough","16","4.7"
"Things That Matter: Three Decades of Passions, Pastimes and Politics [Deckled Edge]","Charles Krauthammer","15","4.7"
"Thinking, Fast and Slow","Daniel Kahneman","19","4.6"
"Thinking, Fast and Slow","Daniel Kahneman","19","4.6"
"Thirteen Reasons Why","Jay Asher","9","4.5"
"Thomas Jefferson: The Art of Power","Jon Meacham","23","4.5"
"Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time","Greg Mortenson","11","4.3"
"Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time","Greg Mortenson","11","4.3"
"Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks)","Thug Kitchen","23","4.6"
"Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks)","Thug Kitchen","23","4.6"
"Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks)","Thug Kitchen","23","4.6"
"Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks)","Thug Kitchen","23","4.6"
"Tina Fey: Bossypants","Tina Fey","12","4.3"
"To Kill a Mockingbird","Harper Lee","0","4.8"
"To Kill a Mockingbird","Harper Lee","0","4.8"
"To Kill a Mockingbird","Harper Lee","0","4.8"
"To Kill a Mockingbird","Harper Lee","0","4.8"
"To Kill a Mockingbird","Harper Lee","7","4.8"
"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers","Timothy Ferriss","21","4.6"
"Towers of Midnight (Wheel of Time, Book Thirteen)","Robert Jordan","21","4.8"
"True Compass: A Memoir","Edward M. Kennedy","15","4.5"
"Twilight (The Twilight Saga, Book 1)","Stephenie Meyer","9","4.7"
"Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers","DK","5","4.5"
"Unbroken: A World War II Story of Survival, Resilience, and Redemption","Laura Hillenbrand","16","4.8"
"Unbroken: A World War II Story of Survival, Resilience, and Redemption","Laura Hillenbrand","16","4.8"
"Unbroken: A World War II Story of Survival, Resilience, and Redemption","Laura Hillenbrand","16","4.8"
"Unbroken: A World War II Story of Survival, Resilience, and Redemption","Laura Hillenbrand","13","4.8"
"Unbroken: A World War II Story of Survival, Resilience, and Redemption","Laura Hillenbrand","16","4.8"
"Under the Dome: A Novel","Stephen King","20","4.3"
"Unfreedom of the Press","Mark R. Levin","11","4.9"
"Unicorn Coloring Book: For Kids Ages 4-8 (US Edition) (Silly Bear Coloring Books)","Silly Bear","4","4.8"
"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely","Lysa TerKeurst","9","4.7"
"Watchmen","Alan Moore","42","4.8"
"Water for Elephants: A Novel","Sara Gruen","12","4.5"
"What Happened","Hillary Rodham Clinton","18","4.6"
"What If?: Serious Scientific Answers to Absurd Hypothetical Questions","Randall Munroe","17","4.7"
"What Pet Should I Get? (Classic Seuss)","Dr. Seuss","14","4.7"
"What Should Danny Do? (The Power to Choose Series)","Adir Levy","13","4.8"
"What to Expect When You're Expecting","Heidi Murkoff","9","4.4"
"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health","William Davis","6","4.4"
"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health","William Davis","6","4.4"
"When Breath Becomes Air","Paul Kalanithi","14","4.8"
"Where the Crawdads Sing","Delia Owens","15","4.8"
"Where the Wild Things Are","Maurice Sendak","13","4.8"
"Whose Boat Is This Boat?: Comments That Don't Help in the Aftermath of a Hurricane","The Staff of The Late Show with¬Ö","12","4.6"
"Wild: From Lost to Found on the Pacific Crest Trail","Cheryl Strayed","18","4.4"
"Winter of the World: Book Two of the Century Trilogy","Ken Follett","15","4.5"
"Women Food and God: An Unexpected Path to Almost Everything","Geneen Roth","11","4.2"
"Wonder","R. J. Palacio","9","4.8"
"Wonder","R. J. Palacio","9","4.8"
"Wonder","R. J. Palacio","9","4.8"
"Wonder","R. J. Palacio","9","4.8"
"Wonder","R. J. Palacio","9","4.8"
"Wrecking Ball (Diary of a Wimpy Kid Book 14)","Jeff Kinney","8","4.9"
"You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life","Jen Sincero","8","4.7"
"You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life","Jen Sincero","8","4.7"
"You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life","Jen Sincero","8","4.7"
"You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life","Jen Sincero","8","4.7"
